event_id,match_id,event_type,team,player,minute,second,shot_xg
993,84,Foul,Liverpool,Player_178,3,46,0.551188359541148
994,25,Shot,Manchester City,Player_168,34,15,
995,68,Foul,Leicester City,Player_126,45,12,
996,10,Shot,Manchester United,Player_3,50,11,
997,67,Shot,Tottenham,Player_17,2,17,
998,18,Interception,Brighton,Player_189,15,28,0.6293503683763735
999,100,Interception,Liverpool,Player_50,37,17,
1000,86,Interception,Crystal Palace,Player_122,15,45,
1001,34,Tackle,Leicester City,Player_90,60,1,
1002,8,Shot,Crystal Palace,Player_87,85,53,
1003,40,Dribble,Brighton,Player_6,64,1,
1004,83,Foul,Manchester City,Player_156,81,2,
1005,42,Interception,West Ham,Player_55,52,28,
1006,41,Interception,Leicester City,Player_186,23,55,
1007,6,Foul,Chelsea,Player_173,37,7,
1008,52,Foul,Arsenal,Player_147,41,10,
1009,26,Shot,Chelsea,Player_102,57,11,
1010,64,Interception,West Ham,Player_29,25,31,
1011,98,Foul,Brighton,Player_151,37,3,0.38259351450100454
1012,59,Tackle,Chelsea,Player_111,40,8,
1013,56,Tackle,Manchester United,Player_160,85,23,
1014,59,Interception,Leicester City,Player_10,46,48,
1015,70,Foul,Manchester United,Player_91,60,55,
1016,33,Shot,Liverpool,Player_177,19,15,
1017,53,Shot,West Ham,Player_193,9,16,
1018,22,Shot,Liverpool,Player_29,69,46,0.4302000967426576
1019,21,Pass,Liverpool,Player_187,5,51,
1020,70,Interception,Liverpool,Player_45,89,57,
1021,70,Shot,Manchester City,Player_195,26,21,
1022,4,Tackle,Manchester City,Player_51,19,6,
1023,94,Foul,West Ham,Player_101,30,9,
1024,75,Dribble,Tottenham,Player_128,48,28,
1025,62,Dribble,Chelsea,Player_11,16,35,0.6704097766011186
1026,62,Shot,Manchester City,Player_82,71,23,
1027,94,Dribble,Crystal Palace,Player_128,18,55,
1028,95,Dribble,Manchester United,Player_6,56,45,
1029,24,Pass,Manchester City,Player_67,21,13,
1030,55,Tackle,Brighton,Player_62,31,13,
1031,9,Tackle,Liverpool,Player_133,1,24,
1032,3,Pass,Manchester City,Player_137,3,45,
1033,31,Pass,West Ham,Player_28,25,21,
1034,40,Dribble,Manchester United,Player_38,8,51,
1035,36,Interception,Manchester United,Player_43,65,49,
1036,24,Foul,Tottenham,Player_117,62,46,0.6365940276183004
1037,95,Foul,Arsenal,Player_149,7,22,
1038,6,Dribble,Arsenal,Player_190,7,31,
1039,66,Foul,Chelsea,Player_46,8,25,
1040,84,Pass,Crystal Palace,Player_198,19,50,
1041,92,Tackle,Leicester City,Player_166,17,26,
1042,75,Foul,West Ham,Player_49,11,44,0.4557193800652868
1043,4,Dribble,Brighton,Player_39,49,11,
1044,79,Interception,Manchester City,Player_71,11,18,
1045,6,Dribble,West Ham,Player_127,41,18,
1046,94,Shot,Crystal Palace,Player_158,62,51,0.5765350007681589
1047,51,Dribble,Arsenal,Player_149,52,33,
1048,62,Pass,West Ham,Player_1,66,31,
1049,57,Tackle,Manchester City,Player_160,68,28,
1050,66,Tackle,Tottenham,Player_136,75,20,0.15745133364626518
1051,79,Foul,Chelsea,Player_69,67,34,
1052,75,Pass,Tottenham,Player_30,40,41,
1053,8,Shot,Arsenal,Player_115,5,4,0.7172608514766308
1054,26,Pass,Liverpool,Player_8,85,11,
1055,51,Dribble,Arsenal,Player_113,22,6,
1056,45,Pass,Chelsea,Player_19,37,40,
1057,44,Pass,Manchester City,Player_59,11,1,0.8444732675138475
1058,5,Shot,Crystal Palace,Player_183,44,24,
1059,70,Dribble,Leicester City,Player_158,86,9,
1060,26,Interception,Tottenham,Player_79,53,37,
1061,68,Interception,Arsenal,Player_36,77,43,
1062,19,Tackle,Crystal Palace,Player_55,61,5,
1063,84,Foul,Tottenham,Player_44,67,26,
1064,97,Pass,Arsenal,Player_155,13,34,
1065,20,Tackle,Chelsea,Player_77,11,9,
1066,12,Shot,Tottenham,Player_78,11,8,
1067,47,Interception,Arsenal,Player_101,85,19,0.84040509844453
1068,1,Pass,Manchester City,Player_182,85,36,
1069,90,Shot,Chelsea,Player_176,7,34,
1070,14,Foul,Crystal Palace,Player_30,17,36,
1071,64,Shot,Crystal Palace,Player_39,48,39,
1072,38,Pass,Leicester City,Player_13,14,7,
1073,37,Foul,West Ham,Player_122,63,45,
1074,11,Shot,Liverpool,Player_144,64,55,
1075,100,Foul,Manchester City,Player_172,75,53,
1076,77,Pass,Chelsea,Player_199,77,30,
1077,3,Pass,Tottenham,Player_112,65,48,
1078,33,Foul,Crystal Palace,Player_155,34,42,
1079,6,Dribble,Manchester City,Player_45,9,57,
1080,50,Tackle,Chelsea,Player_119,77,15,
1081,10,Shot,Chelsea,Player_35,37,27,
1082,5,Shot,Tottenham,Player_156,30,5,
1083,23,Dribble,Chelsea,Player_7,41,31,
1084,10,Dribble,Brighton,Player_190,45,27,
1085,44,Dribble,Manchester City,Player_110,47,10,
1086,2,Interception,Arsenal,Player_114,7,41,
1087,13,Interception,Crystal Palace,Player_51,14,22,
1088,40,Foul,Crystal Palace,Player_46,48,29,
1089,2,Interception,Arsenal,Player_20,6,8,
1090,84,Pass,Manchester City,Player_96,34,27,0.1037501769205339
1091,65,Foul,Liverpool,Player_38,80,23,
1092,63,Shot,Manchester City,Player_189,46,58,
1093,73,Tackle,Manchester United,Player_104,59,27,
1094,17,Pass,Chelsea,Player_32,70,23,
1095,9,Shot,West Ham,Player_154,8,14,
1096,75,Shot,Tottenham,Player_58,24,38,
1097,15,Foul,Brighton,Player_167,67,49,
1098,24,Dribble,West Ham,Player_148,4,32,
1099,38,Dribble,Arsenal,Player_82,1,46,
1100,35,Pass,Tottenham,Player_50,34,33,
1101,94,Dribble,Tottenham,Player_52,9,21,
1102,95,Shot,Tottenham,Player_86,63,28,
1103,49,Dribble,Crystal Palace,Player_115,76,33,
1104,69,Interception,Brighton,Player_150,10,41,
1105,62,Dribble,Crystal Palace,Player_53,10,51,
1106,60,Shot,Chelsea,Player_66,50,46,
1107,50,Foul,Manchester United,Player_117,44,9,0.7584101904270625
1108,78,Pass,Leicester City,Player_43,48,50,
1109,75,Tackle,Brighton,Player_82,87,53,
1110,9,Dribble,West Ham,Player_151,6,59,
1111,34,Shot,Chelsea,Player_64,88,59,
1112,76,Tackle,Manchester City,Player_137,24,44,
1113,99,Tackle,Arsenal,Player_113,85,29,0.5080273155538209
1114,35,Interception,Manchester United,Player_135,58,55,
1115,1,Tackle,Chelsea,Player_169,64,10,
1116,40,Foul,Manchester City,Player_54,56,53,
1117,64,Shot,Manchester United,Player_65,82,33,
1118,22,Shot,Manchester City,Player_2,12,20,
1119,60,Dribble,Brighton,Player_132,35,58,0.7308940540866953
1120,64,Dribble,Manchester City,Player_78,71,12,
1121,93,Dribble,Manchester United,Player_32,89,53,
1122,72,Foul,Manchester City,Player_100,6,24,
1123,11,Tackle,West Ham,Player_130,65,53,
1124,14,Tackle,Chelsea,Player_104,80,57,
1125,60,Interception,Manchester United,Player_192,60,20,
1126,30,Foul,West Ham,Player_142,68,0,0.21320428276094905
1127,35,Dribble,Manchester City,Player_148,29,57,
1128,85,Pass,Manchester City,Player_89,38,4,
1129,37,Interception,Tottenham,Player_49,22,52,0.15865516996309392
1130,5,Pass,Manchester United,Player_136,8,21,
1131,83,Tackle,Brighton,Player_191,63,6,
1132,78,Interception,Manchester City,Player_174,13,12,0.09624412415757155
1133,26,Interception,Arsenal,Player_149,27,44,
1134,62,Shot,Crystal Palace,Player_87,18,51,
1135,4,Tackle,Leicester City,Player_160,18,22,
1136,89,Tackle,Crystal Palace,Player_8,77,20,
1137,42,Foul,Brighton,Player_101,86,5,
1138,89,Interception,Chelsea,Player_16,62,19,
1139,18,Tackle,Liverpool,Player_40,14,11,
1140,40,Interception,Arsenal,Player_106,11,39,
1141,72,Foul,Liverpool,Player_27,86,8,
1142,39,Foul,Manchester City,Player_104,17,49,
1143,14,Shot,Chelsea,Player_105,51,27,0.4394918664781392
1144,32,Interception,West Ham,Player_146,14,10,
1145,51,Tackle,Manchester City,Player_35,57,51,
1146,38,Tackle,Liverpool,Player_113,6,31,
1147,97,Interception,Manchester City,Player_52,57,10,
1148,23,Interception,Leicester City,Player_143,4,23,
1149,63,Interception,Tottenham,Player_191,11,55,
1150,15,Dribble,Leicester City,Player_53,74,14,
1151,97,Tackle,Chelsea,Player_91,11,40,
1152,25,Foul,West Ham,Player_81,79,34,
1153,17,Tackle,Leicester City,Player_104,8,16,
1154,97,Dribble,Manchester United,Player_66,84,24,
1155,66,Interception,West Ham,Player_113,59,48,
1156,78,Shot,Liverpool,Player_31,21,34,0.6738893989463809
1157,53,Interception,Leicester City,Player_61,65,18,
1158,51,Interception,Tottenham,Player_192,24,40,
1159,39,Dribble,West Ham,Player_101,30,30,
1160,51,Tackle,Manchester City,Player_105,84,16,
1161,70,Interception,Tottenham,Player_98,57,54,
1162,6,Tackle,Manchester City,Player_34,80,49,
1163,67,Pass,Leicester City,Player_183,73,22,
1164,7,Foul,Arsenal,Player_59,17,46,
1165,51,Tackle,Arsenal,Player_3,59,0,
1166,72,Shot,Liverpool,Player_17,31,57,
1167,42,Foul,Tottenham,Player_78,64,9,0.3707021806146994
1168,64,Shot,Manchester City,Player_46,48,7,
1169,15,Interception,Brighton,Player_166,23,41,
1170,29,Foul,Tottenham,Player_35,70,25,
1171,33,Tackle,Manchester United,Player_129,30,33,
1172,94,Foul,Liverpool,Player_112,55,18,
1173,27,Interception,Crystal Palace,Player_157,7,13,
1174,36,Dribble,Crystal Palace,Player_132,75,7,
1175,29,Shot,Manchester City,Player_61,12,50,
1176,38,Interception,Arsenal,Player_97,60,0,
1177,57,Dribble,West Ham,Player_145,52,47,0.9154513686150983
1178,97,Foul,Manchester United,Player_156,27,24,
1179,27,Foul,Crystal Palace,Player_178,12,23,0.2569700777191445
1180,55,Interception,Manchester City,Player_90,13,46,
1181,33,Tackle,Manchester City,Player_136,72,19,0.8594657779705656
1182,68,Foul,Leicester City,Player_162,80,55,
1183,86,Tackle,Arsenal,Player_59,62,29,
1184,66,Tackle,Tottenham,Player_18,29,4,
1185,10,Tackle,West Ham,Player_95,35,2,
1186,5,Pass,Leicester City,Player_187,60,31,
1187,74,Dribble,Crystal Palace,Player_155,29,16,0.5974078919815823
1188,97,Dribble,West Ham,Player_16,31,41,
1189,38,Foul,Liverpool,Player_10,77,4,
1190,13,Foul,Arsenal,Player_104,76,10,0.14748453080470847
1191,31,Tackle,Crystal Palace,Player_76,61,37,
1192,47,Pass,Manchester City,Player_150,2,3,
1193,100,Tackle,Crystal Palace,Player_16,33,38,
1194,88,Pass,Brighton,Player_12,72,18,0.9691416200498598
1195,52,Tackle,Chelsea,Player_75,62,38,
1196,56,Shot,Chelsea,Player_179,59,45,
1197,15,Shot,Crystal Palace,Player_129,40,48,
1198,29,Interception,Brighton,Player_27,49,22,
1199,8,Tackle,Crystal Palace,Player_195,32,16,
1200,5,Foul,Chelsea,Player_12,38,12,
1201,29,Dribble,Leicester City,Player_30,79,26,
1202,47,Interception,Liverpool,Player_9,87,0,
1203,68,Foul,Chelsea,Player_53,88,1,0.09658723026894567
1204,76,Shot,Liverpool,Player_189,13,17,
1205,45,Tackle,Manchester City,Player_54,85,35,0.8661260590941703
1206,2,Interception,Liverpool,Player_165,54,44,
1207,27,Tackle,Leicester City,Player_193,76,32,
1208,95,Shot,Brighton,Player_170,13,35,
1209,36,Interception,Liverpool,Player_49,39,1,
1210,36,Shot,West Ham,Player_4,23,3,
1211,26,Pass,Tottenham,Player_192,14,15,
1212,43,Shot,Chelsea,Player_79,17,3,
1213,27,Tackle,Brighton,Player_179,24,56,
1214,69,Dribble,Manchester United,Player_91,58,8,
1215,20,Shot,Manchester City,Player_188,63,48,
1216,11,Foul,Tottenham,Player_79,34,20,0.9416309195000223
1217,74,Dribble,West Ham,Player_159,51,22,
1218,38,Pass,Arsenal,Player_103,86,51,
1219,6,Interception,Leicester City,Player_111,10,59,
1220,72,Interception,Crystal Palace,Player_58,72,52,
1221,23,Dribble,Tottenham,Player_82,21,1,
1222,47,Interception,Brighton,Player_132,37,2,
1223,90,Shot,Brighton,Player_22,7,22,
1224,46,Dribble,Brighton,Player_131,90,25,
1225,12,Tackle,Manchester City,Player_79,13,46,
1226,90,Shot,Liverpool,Player_99,80,6,0.9655469178939454
1227,13,Shot,Chelsea,Player_175,30,35,
1228,62,Shot,Arsenal,Player_38,31,43,
1229,82,Tackle,Crystal Palace,Player_161,5,32,
1230,89,Pass,Brighton,Player_176,32,48,
1231,97,Foul,Crystal Palace,Player_193,16,35,
1232,60,Interception,Manchester United,Player_117,73,3,0.24986494271936677
1233,43,Dribble,Manchester City,Player_26,22,53,
1234,76,Pass,Brighton,Player_136,64,22,
1235,100,Dribble,Manchester United,Player_50,44,24,0.1715211880531785
1236,68,Interception,Arsenal,Player_38,40,40,
1237,5,Tackle,Arsenal,Player_138,37,25,
1238,37,Shot,Chelsea,Player_42,78,27,
1239,72,Shot,West Ham,Player_37,16,27,
1240,92,Tackle,Chelsea,Player_154,43,20,
1241,31,Pass,Liverpool,Player_140,84,9,
1242,9,Pass,Crystal Palace,Player_49,63,26,0.7953831741226179
1243,51,Dribble,Leicester City,Player_142,15,50,
1244,29,Tackle,Arsenal,Player_46,44,50,
1245,78,Pass,Leicester City,Player_163,90,14,
1246,40,Tackle,Manchester City,Player_29,9,53,
1247,41,Interception,Tottenham,Player_12,65,16,
1248,86,Shot,Brighton,Player_116,44,38,
1249,11,Shot,Manchester City,Player_82,20,34,
1250,23,Shot,Arsenal,Player_44,70,4,
1251,1,Tackle,Manchester United,Player_194,74,15,
1252,46,Tackle,Crystal Palace,Player_2,33,22,
1253,21,Dribble,Leicester City,Player_187,80,38,
1254,90,Shot,Chelsea,Player_17,6,47,0.4244963745271675
1255,36,Dribble,Tottenham,Player_138,83,8,
1256,54,Shot,West Ham,Player_18,31,32,
1257,87,Dribble,Manchester City,Player_22,66,34,0.5863625045259787
1258,57,Dribble,West Ham,Player_83,18,56,
1259,1,Interception,Leicester City,Player_58,28,39,
1260,63,Dribble,Leicester City,Player_53,68,49,
1261,54,Tackle,Brighton,Player_1,65,23,
1262,55,Dribble,Manchester United,Player_61,80,23,0.20261570069617674
1263,40,Shot,Manchester United,Player_159,45,49,
1264,15,Dribble,Liverpool,Player_31,58,23,
1265,21,Pass,Chelsea,Player_66,47,18,
1266,47,Foul,Arsenal,Player_147,66,38,
1267,73,Shot,Arsenal,Player_53,52,24,
1268,53,Pass,Leicester City,Player_95,36,51,
1269,9,Shot,Manchester City,Player_150,1,30,0.39773195730368727
1270,74,Tackle,Crystal Palace,Player_23,39,58,
1271,52,Foul,Arsenal,Player_143,87,37,
1272,57,Foul,Arsenal,Player_154,90,24,0.8995027601315464
1273,26,Tackle,Manchester City,Player_131,75,26,
1274,41,Foul,Chelsea,Player_87,1,31,
1275,35,Tackle,Tottenham,Player_148,75,10,
1276,63,Pass,Manchester United,Player_125,88,4,
1277,25,Interception,Brighton,Player_109,74,43,
1278,90,Shot,Brighton,Player_40,14,32,0.05966222333060489
1279,75,Tackle,Brighton,Player_121,78,18,
1280,38,Shot,Manchester City,Player_39,71,42,
1281,2,Pass,Brighton,Player_120,23,46,
1282,7,Interception,Leicester City,Player_18,43,56,
1283,82,Pass,Liverpool,Player_169,22,15,0.3023653923900669
1284,91,Foul,Manchester City,Player_198,60,34,
1285,34,Shot,Manchester City,Player_155,27,10,
1286,91,Interception,Manchester United,Player_143,56,10,0.8348534905367517
1287,17,Foul,Brighton,Player_37,2,9,
1288,43,Interception,West Ham,Player_186,39,33,
1289,59,Foul,Tottenham,Player_5,51,51,
1290,51,Pass,Liverpool,Player_73,19,4,
1291,54,Tackle,Manchester City,Player_135,62,22,0.1938763993928193
1292,24,Shot,Liverpool,Player_41,71,54,
1293,25,Dribble,Manchester City,Player_10,76,24,0.501893025160152
1294,71,Dribble,Chelsea,Player_190,67,28,0.7459668078860847
1295,52,Pass,Manchester United,Player_154,63,39,
1296,70,Shot,Leicester City,Player_68,5,12,
1297,88,Shot,Chelsea,Player_24,72,46,
1298,33,Pass,Crystal Palace,Player_78,78,31,
1299,49,Shot,Brighton,Player_169,61,33,
1300,29,Tackle,Crystal Palace,Player_193,71,11,0.8789024536458703
1301,63,Pass,Tottenham,Player_145,7,23,
1302,22,Tackle,West Ham,Player_109,50,39,
1303,26,Shot,Leicester City,Player_24,46,20,
1304,28,Pass,Chelsea,Player_155,72,28,
1305,85,Shot,Liverpool,Player_7,76,50,
1306,49,Pass,Liverpool,Player_73,74,56,0.9503871441791126
1307,71,Shot,Tottenham,Player_107,14,59,
1308,81,Tackle,Manchester City,Player_99,73,22,
1309,84,Tackle,Liverpool,Player_122,69,32,
1310,49,Shot,Brighton,Player_12,65,7,
1311,20,Pass,West Ham,Player_85,65,41,
1312,86,Dribble,Manchester United,Player_3,57,12,
1313,92,Tackle,Brighton,Player_79,62,4,
1314,63,Tackle,West Ham,Player_85,20,53,0.03359318907950748
1315,61,Foul,Tottenham,Player_10,75,40,
1316,49,Dribble,Brighton,Player_33,26,9,0.42752215456025355
1317,71,Shot,Manchester United,Player_46,44,13,
1318,1,Pass,Manchester United,Player_59,67,23,
1319,96,Foul,Arsenal,Player_52,70,10,
1320,13,Shot,Manchester City,Player_6,62,45,
1321,94,Interception,Tottenham,Player_130,45,2,0.15441010784226517
1322,87,Tackle,Brighton,Player_29,11,28,
1323,51,Interception,Leicester City,Player_119,72,52,0.4823161043863218
1324,56,Tackle,Leicester City,Player_168,74,47,
1325,83,Tackle,Tottenham,Player_97,34,51,
1326,62,Interception,Brighton,Player_189,88,29,
1327,32,Interception,Chelsea,Player_196,46,48,
1328,30,Shot,Chelsea,Player_68,81,36,0.9267477713451683
1329,29,Foul,Manchester City,Player_157,32,57,
1330,49,Foul,Brighton,Player_190,75,6,
1331,45,Interception,Manchester United,Player_60,88,16,
1332,93,Shot,Liverpool,Player_124,5,19,
1333,30,Foul,Leicester City,Player_84,63,53,
1334,16,Shot,Brighton,Player_41,29,10,
1335,40,Shot,Brighton,Player_113,48,43,
1336,19,Tackle,Liverpool,Player_65,16,24,
1337,18,Foul,Liverpool,Player_192,25,58,
1338,1,Foul,West Ham,Player_79,72,23,
1339,78,Tackle,Arsenal,Player_63,29,1,
1340,47,Interception,Manchester City,Player_176,52,26,
1341,66,Tackle,Leicester City,Player_148,46,18,0.3609947587924671
1342,92,Foul,Liverpool,Player_118,25,57,
1343,94,Foul,Chelsea,Player_37,23,28,
1344,38,Interception,Tottenham,Player_64,34,36,0.10045602311350821
1345,51,Tackle,Chelsea,Player_86,67,10,
1346,63,Pass,West Ham,Player_133,34,54,
1347,4,Pass,West Ham,Player_34,32,18,
1348,1,Interception,Liverpool,Player_39,29,27,0.17787063353422805
1349,8,Tackle,West Ham,Player_67,9,38,
1350,29,Tackle,Manchester United,Player_62,66,20,
1351,55,Shot,Crystal Palace,Player_88,57,25,
1352,3,Foul,Brighton,Player_152,39,21,
1353,32,Dribble,Brighton,Player_131,7,5,
1354,10,Interception,Liverpool,Player_109,69,10,
1355,74,Dribble,West Ham,Player_199,8,58,
1356,83,Dribble,Tottenham,Player_89,18,13,
1357,34,Interception,Manchester United,Player_67,82,59,
1358,97,Tackle,Manchester City,Player_79,49,35,
1359,87,Interception,West Ham,Player_178,16,59,
1360,55,Dribble,Manchester United,Player_29,21,39,0.9490414766166372
1361,92,Foul,Arsenal,Player_74,10,40,
1362,32,Foul,Manchester City,Player_32,4,1,
1363,50,Foul,Brighton,Player_87,44,56,
1364,7,Tackle,Arsenal,Player_39,8,42,
1365,93,Pass,Liverpool,Player_137,55,59,
1366,8,Interception,Leicester City,Player_101,19,19,
1367,65,Foul,Liverpool,Player_142,64,21,
1368,57,Interception,Tottenham,Player_68,40,38,
1369,67,Foul,Manchester United,Player_192,51,3,
1370,88,Tackle,Leicester City,Player_148,9,55,
1371,87,Pass,Manchester City,Player_28,30,28,
1372,59,Pass,Manchester City,Player_14,56,45,
1373,72,Foul,Arsenal,Player_172,81,57,
1374,54,Tackle,Tottenham,Player_77,44,23,
1375,67,Shot,Brighton,Player_116,59,0,
1376,51,Interception,West Ham,Player_167,15,23,
1377,97,Interception,West Ham,Player_28,68,57,
1378,92,Dribble,Leicester City,Player_192,70,29,0.9994505229919636
1379,8,Tackle,Tottenham,Player_89,61,11,
1380,34,Dribble,Tottenham,Player_32,80,18,
1381,35,Foul,Manchester City,Player_137,90,36,
1382,96,Dribble,Brighton,Player_156,23,57,
1383,88,Pass,Manchester United,Player_95,77,39,
1384,78,Interception,Brighton,Player_17,47,42,
1385,32,Dribble,Chelsea,Player_117,17,53,
1386,46,Pass,Tottenham,Player_77,57,3,0.851246123505876
1387,16,Tackle,Liverpool,Player_55,54,14,
1388,68,Dribble,Crystal Palace,Player_10,52,19,
1389,37,Foul,Tottenham,Player_80,22,43,
1390,54,Foul,Leicester City,Player_134,83,19,
1391,85,Foul,Liverpool,Player_176,39,53,
1392,14,Interception,Leicester City,Player_116,13,54,
1393,95,Dribble,Arsenal,Player_195,78,20,
1394,55,Tackle,Crystal Palace,Player_169,66,9,
1395,48,Dribble,Crystal Palace,Player_79,52,29,
1396,82,Interception,Manchester City,Player_60,14,23,
1397,7,Pass,Tottenham,Player_42,73,47,
1398,74,Interception,Manchester City,Player_116,74,54,
1399,7,Foul,West Ham,Player_109,63,39,
1400,33,Pass,Leicester City,Player_71,71,51,0.7518120763276662
1401,23,Foul,Chelsea,Player_156,28,39,
1402,85,Shot,Chelsea,Player_102,89,37,
1403,19,Interception,West Ham,Player_13,46,2,
1404,19,Interception,Arsenal,Player_15,28,28,
1405,36,Tackle,Chelsea,Player_36,2,7,
1406,29,Dribble,Leicester City,Player_15,17,28,
1407,60,Pass,Chelsea,Player_117,59,54,0.4487638884268347
1408,82,Pass,West Ham,Player_75,52,9,
1409,2,Tackle,Liverpool,Player_56,4,4,
1410,1,Tackle,Manchester City,Player_95,77,10,
1411,47,Dribble,Manchester United,Player_132,82,3,
1412,69,Foul,Leicester City,Player_52,3,48,
1413,20,Dribble,Manchester City,Player_138,37,57,
1414,11,Interception,Crystal Palace,Player_173,24,34,
1415,2,Foul,Brighton,Player_84,72,49,
1416,67,Shot,Chelsea,Player_29,35,39,
1417,87,Dribble,Chelsea,Player_53,2,55,0.4698438202398473
1418,12,Tackle,Arsenal,Player_157,33,11,
1419,20,Foul,Manchester City,Player_151,76,20,
1420,5,Dribble,Brighton,Player_185,86,15,
1421,37,Pass,Chelsea,Player_178,77,13,
1422,38,Shot,Crystal Palace,Player_21,10,20,
1423,94,Interception,Arsenal,Player_112,81,47,
1424,9,Pass,Manchester City,Player_171,62,26,
1425,98,Pass,Arsenal,Player_138,43,35,
1426,53,Shot,Manchester City,Player_76,69,0,0.1776362265442959
1427,44,Interception,Tottenham,Player_30,59,0,
1428,99,Tackle,Tottenham,Player_125,9,21,0.043589577317211914
1429,86,Foul,West Ham,Player_51,77,14,
1430,24,Interception,Leicester City,Player_161,60,51,
1431,81,Dribble,Arsenal,Player_146,63,19,
1432,74,Pass,West Ham,Player_78,52,2,
1433,30,Dribble,Arsenal,Player_22,23,13,
1434,59,Tackle,Chelsea,Player_64,30,8,
1435,87,Dribble,Manchester United,Player_21,43,18,
1436,96,Interception,Arsenal,Player_129,68,39,
1437,81,Dribble,Chelsea,Player_107,21,33,
1438,81,Tackle,Brighton,Player_116,43,3,
1439,14,Tackle,Tottenham,Player_124,73,32,
1440,9,Tackle,West Ham,Player_143,7,42,
1441,40,Interception,Manchester United,Player_36,16,36,
1442,66,Tackle,Crystal Palace,Player_47,23,1,
1443,25,Pass,Tottenham,Player_182,58,26,
1444,73,Tackle,West Ham,Player_32,87,44,0.7628288663942945
1445,22,Dribble,Manchester United,Player_186,31,16,0.6418875771484792
1446,4,Foul,Crystal Palace,Player_174,69,48,
1447,26,Dribble,Liverpool,Player_54,6,49,
1448,58,Foul,Chelsea,Player_161,65,52,
1449,29,Dribble,Liverpool,Player_167,59,59,
1450,98,Interception,Chelsea,Player_23,28,30,
1451,87,Dribble,Manchester City,Player_171,18,40,
1452,37,Interception,Leicester City,Player_183,88,5,
1453,75,Interception,Manchester United,Player_2,77,59,0.20065001547767625
1454,70,Tackle,Liverpool,Player_194,10,51,
1455,18,Pass,Leicester City,Player_166,7,30,
1456,85,Foul,Manchester United,Player_157,37,2,
1457,42,Tackle,West Ham,Player_110,45,39,0.23306983369485113
1458,100,Tackle,Manchester City,Player_124,86,2,
1459,41,Interception,West Ham,Player_67,16,32,
1460,38,Interception,Chelsea,Player_71,88,51,0.41362460261079104
1461,34,Foul,Leicester City,Player_164,14,58,
1462,17,Dribble,Manchester United,Player_29,11,12,0.8705956337262845
1463,37,Dribble,Arsenal,Player_119,83,20,
1464,25,Tackle,Leicester City,Player_165,87,36,
1465,76,Shot,Brighton,Player_113,34,15,
1466,87,Shot,Crystal Palace,Player_45,60,20,
1467,86,Dribble,Liverpool,Player_16,13,55,
1468,85,Shot,Manchester United,Player_31,39,47,
1469,27,Dribble,Tottenham,Player_162,44,55,
1470,57,Interception,Tottenham,Player_50,28,43,
1471,31,Tackle,Crystal Palace,Player_193,40,12,
1472,6,Pass,Chelsea,Player_122,16,3,
1473,91,Tackle,Leicester City,Player_190,50,30,
1474,40,Dribble,Leicester City,Player_171,28,8,0.4606990131165025
1475,98,Dribble,Tottenham,Player_184,68,47,
1476,12,Tackle,Leicester City,Player_15,60,32,
1477,53,Foul,Crystal Palace,Player_176,12,36,
1478,71,Dribble,Leicester City,Player_49,16,52,0.5967039731879612
1479,10,Shot,Chelsea,Player_172,53,36,
1480,45,Shot,Liverpool,Player_10,54,23,0.19963064867317126
1481,17,Dribble,Brighton,Player_20,49,24,
1482,26,Dribble,Liverpool,Player_70,36,50,
1483,85,Foul,Brighton,Player_8,62,40,
1484,92,Shot,Arsenal,Player_173,84,28,
1485,62,Dribble,Liverpool,Player_34,26,58,
1486,46,Dribble,Crystal Palace,Player_179,56,39,
1487,64,Foul,Manchester City,Player_4,90,50,
1488,2,Foul,Arsenal,Player_108,22,49,0.2147335023842284
1489,54,Tackle,Brighton,Player_167,73,46,
1490,65,Foul,Brighton,Player_24,69,35,
1491,51,Pass,Arsenal,Player_55,81,14,
1492,53,Shot,Brighton,Player_26,49,44,
1493,36,Tackle,Manchester United,Player_25,2,59,
1494,26,Pass,Manchester City,Player_36,53,17,
1495,29,Dribble,Crystal Palace,Player_71,7,19,
1496,21,Dribble,Manchester United,Player_186,77,4,0.8638125572362189
1497,11,Tackle,Brighton,Player_12,20,17,
1498,40,Foul,Liverpool,Player_129,30,59,
1499,11,Dribble,Manchester United,Player_116,75,39,
1500,36,Interception,Liverpool,Player_178,67,0,
1501,59,Tackle,Arsenal,Player_153,59,18,
1502,39,Pass,Leicester City,Player_133,66,22,
1503,99,Tackle,West Ham,Player_83,3,25,
1504,54,Shot,Brighton,Player_196,56,48,
1505,98,Foul,West Ham,Player_6,79,28,
1506,55,Foul,Manchester City,Player_26,17,58,
1507,24,Tackle,Liverpool,Player_113,52,33,
1508,22,Dribble,Manchester United,Player_103,7,18,
1509,69,Dribble,West Ham,Player_120,5,47,
1510,56,Interception,Chelsea,Player_183,54,17,
1511,33,Interception,Brighton,Player_167,61,1,
1512,36,Foul,West Ham,Player_9,16,59,
1513,20,Interception,Manchester United,Player_45,67,26,0.5988423755724687
1514,83,Pass,Manchester United,Player_14,59,5,
1515,99,Interception,Manchester City,Player_112,47,38,
1516,81,Pass,Tottenham,Player_55,48,5,0.40829339378921603
1517,62,Interception,Crystal Palace,Player_137,64,58,
1518,98,Foul,Chelsea,Player_15,50,5,0.10278557855729642
1519,73,Foul,West Ham,Player_37,85,30,
